SequenceNames,Region,Continent,Year
A/Wellington/6/2004,South,Oceania,2004
A/Wellington/14/2004,South,Oceania,2004
A/Waikato/21/2004,South,Oceania,2004
A/Wellington/62/2004,South,Oceania,2004
A/Western_Australia/52/2004,South,Oceania,2004
A/Western_Australia/58/2004,South,Oceania,2004
A/Western_Australia/65/2005,South,Oceania,2005
A/Western_Australia/74/2005,South,Oceania,2005
A/Wellington/61/2004,South,Oceania,2004
A/Western_Australia/69/2005,South,Oceania,2005
A/Queensland/50/2004,South,Oceania,2004
A/Canterbury/18/2004,South,Oceania,2004
A/Canterbury/315/2004,South,Oceania,2004
A/Canterbury/64/2005,South,Oceania,2005
A/Canterbury/256/2005,South,Oceania,2005
A/Canterbury/253/2005,South,Oceania,2005
A/Waikato/1/2005,South,Oceania,2005
A/Waikato/9/2005,South,Oceania,2005
A/Otago/4/2005,South,Oceania,2005
A/Waikato/1/2004,South,Oceania,2004
A/Uruguay/716/2007,South,SouthAmerica,2007
A/Perth/16/2009,South,Oceania,2009
A/Australia/46/2009,South,Oceania,2009
A/Sydney/DD2-01/2010,South,Oceania,2010
A/Christchurch/10/2004,South,Oceania,2004
A/Christchurch/13/2004,South,Oceania,2004
A/Christchurch/15/2004,South,Oceania,2004
A/Canterbury/19/2004,South,Oceania,2004
A/Canterbury/102/2004,South,Oceania,2004
A/Canterbury/304/2004,South,Oceania,2004
A/Canterbury/210/2004,South,Oceania,2004
A/Canterbury/16/2005,South,Oceania,2005
A/Canterbury/24/2005,South,Oceania,2005
A/Canterbury/309/2004,South,Oceania,2004
A/Canterbury/236/2005,South,Oceania,2005
A/Canterbury/270/2005,South,Oceania,2005
A/Wellington/01/2004,South,Oceania,2004
A/Wellington/31/2004,South,Oceania,2004
A/Wellington/58/2004,South,Oceania,2004
A/Waikato/45/2004,South,Oceania,2004
A/Wellington/4/2004,South,Oceania,2004
A/Wellington/2/2005,South,Oceania,2005
A/Otago/1/2005,South,Oceania,2005
A/Waikato/12/2005,South,Oceania,2005
A/Wellington/4/2005,South,Oceania,2005
A/Wellington/5/2005,South,Oceania,2005
A/Waikato/15/2005,South,Oceania,2005
A/Western_Australia/55/2004,South,Oceania,2004
A/Western_Australia/68/2005,South,Oceania,2005
A/Queensland/42/2004,South,Oceania,2004
A/Western_Australia/67/2005,South,Oceania,2005
A/Queensland/54/2005,South,Oceania,2005
A/Auckland/621/2005,South,Oceania,2005
A/Victoria/502/2009,South,Oceania,2009
A/Australia/2/2009,South,Oceania,2009
A/Australia/19/2009,South,Oceania,2009
A/Australia/18/2009,South,Oceania,2009
A/Australia/55/2009,South,Oceania,2009
A/Australia/NHRC0013/2005,South,Oceania,2005
A/Australia/NHRC0012/2005,South,Oceania,2005
A/Australia/NHRC0001/2005,South,Oceania,2005
A/Canterbury/303/2004,South,Oceania,2004
A/Canterbury/11/2004,South,Oceania,2004
A/Canterbury/21/2004,South,Oceania,2004
A/Canterbury/108/2004,South,Oceania,2004
A/Canterbury/20/2005,South,Oceania,2005
A/Waikato/22/2004,South,Oceania,2004
A/Waikato/35/2004,South,Oceania,2004
A/Wellington/8/2005,South,Oceania,2005
A/Western_Australia/61/2004,South,Oceania,2004
A/Western_Australia/66/2005,South,Oceania,2005
A/Queensland/49/2004,South,Oceania,2004
A/Queensland/57/2005,South,Oceania,2005
A/Waikato/31/2004,South,Oceania,2004
A/TayNguyen/TN332/2005,Tropical,Asia,2005
A/Malaysia/29361/2004,Tropical,Asia,2004
A/Malaysia/31944/2005,Tropical,Asia,2005
A/Nepal/921/2006_X_PR8_X-165,Tropical,Asia,2006
A/Thailand/Siriraj-03/2004,Tropical,Asia,2004
A/HaNoi/GS0738/2007,Tropical,Asia,2007
A/Malaysia/29930/2004,Tropical,Asia,2004
A/Malaysia/1657167/2006,Tropical,Asia,2006
A/Malaysia/1674395/2006,Tropical,Asia,2006
A/Managua/29/2007,Tropical,SouthAmerica,2007
A/Managua/2/2007,Tropical,SouthAmerica,2007
A/Managua/33/2007,Tropical,SouthAmerica,2007
A/Managua/14/2007,Tropical,SouthAmerica,2007
A/Managua/7/2007,Tropical,SouthAmerica,2007
A/Managua/25/2007,Tropical,SouthAmerica,2007
A/Managua/17/2007,Tropical,SouthAmerica,2007
A/Managua/5/2007,Tropical,SouthAmerica,2007
A/Managua/26/2007,Tropical,SouthAmerica,2007
A/Managua/4902-01/2007,Tropical,SouthAmerica,2007
A/Managua/4127-01/2007,Tropical,SouthAmerica,2007
A/Managua/3556-01/2007,Tropical,SouthAmerica,2007
A/Managua/4348-01/2007,Tropical,SouthAmerica,2007
A/Managua/3012-01/2007,Tropical,SouthAmerica,2007
A/Philippines/16/2009,Tropical,Asia,2009
A/Singapore/39/2009,Tropical,Asia,2009
A/Djibouti/N04765/2009,Tropical,Africa,2009
A/Dakar/WRAIR0011T/2009,Tropical,Africa,2009
A/TayNguyen/TN368/2005,Tropical,Asia,2005
A/Hue/H521/2007,Tropical,Asia,2007
A/LangSon/LS218/2007,Tropical,Asia,2007
A/HaNoi/N035/2007,Tropical,Asia,2007
A/Malaysia/29997/2004,Tropical,Asia,2004
A/Malaysia/1768409/2007,Tropical,Asia,2007
A/Malaysia/1997829/2008,Tropical,Asia,2008
A/Thailand/CU-B110/2009,Tropical,Asia,2009
A/Thailand/CU-B1672/2009,Tropical,Asia,2009
A/Thailand/CU-B1697/2009,Tropical,Asia,2009
A/Thailand/CU-H16/2009,Tropical,Asia,2009
A/Djibouti/N04787/2009,Tropical,Africa,2009
A/Sao_Paulo/16363/2010,Tropical,SouthAmerica,2010
A/Acre/15093/2010,Tropical,SouthAmerica,2010
A/Acre/26954/2010,Tropical,SouthAmerica,2010
A/Managua/2867-01/2010,Tropical,SouthAmerica,2010
A/Managua/4763-03/2010,Tropical,SouthAmerica,2010
A/Managua/80-1/2010,Tropical,SouthAmerica,2010
A/Managua/305-10/2010,Tropical,SouthAmerica,2010
A/Thailand/CU-H1285/2010,Tropical,Asia,2010
A/Thailand/CU-H1443/2010,Tropical,Asia,2010
A/Cambodia/NHRCC00003/2009,Tropical,Asia,2009
A/Cambodia/NHRCC00008/2009,Tropical,Asia,2009
A/Cambodia/NHRCC00011/2009,Tropical,Asia,2009
A/Managua/3704-06/2010,Tropical,SouthAmerica,2010
A/Managua/1155-01/2010,Tropical,SouthAmerica,2010
A/Managua/3209-01/2010,Tropical,SouthAmerica,2010
A/Malaysia/NHRC0002/2004,Tropical,Asia,2004
A/Malaysia/NHRC0001/2004,Tropical,Asia,2004
A/Managua/2492-04/2010,Tropical,SouthAmerica,2010
A/Managua/3424-01/2010,Tropical,SouthAmerica,2010
A/Dakar/WRAIR0013N/2009,Tropical,Africa,2009
A/Guam/WRAIR1557P/2009,Tropical,Oceania,2009
A/Guam/WRAIR1670P/2009,Tropical,Oceania,2009
A/Bogota/WRAIR3457N/2010,Tropical,SouthAmerica,2010
A/Santo_Domingo/WRAIR3514T/2010,Tropical,SouthAmerica,2010
A/Santo_Domingo/WRAIR3516T/2010,Tropical,SouthAmerica,2010
A/Singapore/GP3448/2009,Tropical,Asia,2009
A/Singapore/GP586/2009,Tropical,Asia,2009
A/Singapore/N1604/2009,Tropical,Asia,2009
A/Singapore/N1607/2009,Tropical,Asia,2009
A/Singapore/GP3727/2010,Tropical,Asia,2010
A/Singapore/GP3872/2010,Tropical,Asia,2010
A/Singapore/GP4180/2010,Tropical,Asia,2010
A/Singapore/GP4278/2010,Tropical,Asia,2010
A/Singapore/GP4397/2010,Tropical,Asia,2010
A/Singapore/GP4453/2010,Tropical,Asia,2010
A/Singapore/GP4555/2010,Tropical,Asia,2010
A/Singapore/TT384/2010,Tropical,Asia,2010
A/Managua/615-02/2010,Tropical,SouthAmerica,2010
A/HaNoi/HN30110/2004,Tropical,Asia,2004
A/NamDinh/HN30119/2004,Tropical,Asia,2004
A/HaNoi/HN30136/2004,Tropical,Asia,2004
A/TayNguyen/TN340/2005,Tropical,Asia,2005
A/TayNguyen/TN346/2005,Tropical,Asia,2005
A/TayNguyen/TN360/2005,Tropical,Asia,2005
A/TayNguyen/TN381/2005,Tropical,Asia,2005
A/HaNoi/Q427/2005,Tropical,Asia,2005
A/HaNoi/Q924/2007,Tropical,Asia,2007
A/Singapore/GP5/2011,Tropical,Asia,2011
A/Singapore/C2010-036V/2010,Tropical,Asia,2010
A/Singapore/H2009-334C/2009,Tropical,Asia,2009
A/Singapore/H2010-321C/2010,Tropical,Asia,2010
A/Singapore/H2010-564C/2010,Tropical,Asia,2010
A/HaNoi/BM061/2007,Tropical,Asia,2007
A/HaNoi/BT17/2007,Tropical,Asia,2007
A/HaNoi/BT262/2007,Tropical,Asia,2007
A/HaNoi/GS0740/2007,Tropical,Asia,2007
A/Hue/H020/2007,Tropical,Asia,2007
A/HoaBinh/HB378/2007,Tropical,Asia,2007
A/LangSon/LS156/2007,Tropical,Asia,2007
A/HaNoi/N015/2007,Tropical,Asia,2007
A/HaNoi/N027/2007,Tropical,Asia,2007
A/HaNoi/N078/2007,Tropical,Asia,2007
A/HaNoi/Q011/2007,Tropical,Asia,2007
A/HaNoi/Q039/2007,Tropical,Asia,2007
A/HaNoi/Q118/2007,Tropical,Asia,2007
A/HaNoi/Q430/2007,Tropical,Asia,2007
A/HaNoi/Q502/2007,Tropical,Asia,2007
A/HaNoi/Q748/2007,Tropical,Asia,2007
A/HaNoi/TX050/2007,Tropical,Asia,2007
A/HaNoi/TX058/2007,Tropical,Asia,2007
A/BacNinh/N52/2007,Tropical,Asia,2007
A/KhanhHoa/KH466/2008,Tropical,Asia,2008
A/KhanhHoa/KH494/2008,Tropical,Asia,2008
A/TayNguyen/HCM955/2007,Tropical,Asia,2007
A/HaNoi/HN30147/2004,Tropical,Asia,2004
A/Hanoi/HN30240/2004,Tropical,Asia,2004
A/TayNguyen/TN335/2005,Tropical,Asia,2005
A/TayNguyen/TN348/2005,Tropical,Asia,2005
A/TayNguyen/TN367/2005,Tropical,Asia,2005
A/TayNguyen/TN388/2005,Tropical,Asia,2005
A/TayNguyen/TN393/2005,Tropical,Asia,2005
A/TayNguyen/TN403/2005,Tropical,Asia,2005
A/TayNguyen/TN405/2005,Tropical,Asia,2005
A/TayNguyen/TN410/2005,Tropical,Asia,2005
A/HaNoi/BM171/2007,Tropical,Asia,2007
A/HaNoi/BM38/2007,Tropical,Asia,2007
A/HaNoi/GS0737/2007,Tropical,Asia,2007
A/Hue/H515/2007,Tropical,Asia,2007
A/HaNoi/N080/2007,Tropical,Asia,2007
A/HaNoi/N210/2007,Tropical,Asia,2007
A/HaNoi/N317/2007,Tropical,Asia,2007
A/HaNoi/Q031/2007,Tropical,Asia,2007
A/HaNoi/Q094/2007,Tropical,Asia,2007
A/HaNoi/Q099/2007,Tropical,Asia,2007
A/HaNoi/Q148/2007,Tropical,Asia,2007
A/HaNam/Q187/2007,Tropical,Asia,2007
A/HaNoi/Q220/2007,Tropical,Asia,2007
A/HaNoi/Q464/2007,Tropical,Asia,2007
A/HaNoi/Q492/2007,Tropical,Asia,2007
A/HaNoi/Q545/2007,Tropical,Asia,2007
A/HaNoi/Q578/2007,Tropical,Asia,2007
A/HaNoi/Q638/2007,Tropical,Asia,2007
A/TayNguyen/TN341/2007,Tropical,Asia,2007
A/TayNguyen/TN367/2007,Tropical,Asia,2007
A/HaNoi/TX022/2007,Tropical,Asia,2007
A/DaNang/DN453/2008,Tropical,Asia,2008
A/KhanhHoa/KH363/2008,Tropical,Asia,2008
A/KhanhHoa/KH474/2008,Tropical,Asia,2008
A/KhanhHoa/KH475/2008,Tropical,Asia,2008
A/TayNguyen/HCM52/2006,Tropical,Asia,2006
A/Kenya/078/2010,Tropical,Africa,2010
A/Kenya/80/2010,Tropical,Africa,2010
A/Kenya/091/2010,Tropical,Africa,2010
A/Kenya/095/2010,Tropical,Africa,2010
A/Kenya/096/2010,Tropical,Africa,2010
A/Malaysia/1777545/2007,Tropical,Asia,2007
A/Malaysia/1779027/2007,Tropical,Asia,2007
A/Malaysia/1912341/2007,Tropical,Asia,2007
A/Malaysia/1918618/2007,Tropical,Asia,2007
A/Malaysia/1959476/2008,Tropical,Asia,2008
A/Malaysia/28114/2004,Tropical,Asia,2004
A/Malaysia/28991/2004,Tropical,Asia,2004
A/Malaysia/29197/2004,Tropical,Asia,2004
A/Malaysia/29242/2004,Tropical,Asia,2004
A/Malaysia/29350/2004,Tropical,Asia,2004
A/Malaysia/29711/2004,Tropical,Asia,2004
A/Malaysia/29890/2004,Tropical,Asia,2004
A/Malaysia/31998/2005,Tropical,Asia,2005
A/Malaysia/32171/2005,Tropical,Asia,2005
A/Malaysia/32133/2005,Tropical,Asia,2005
A/Malaysia/32226/2005,Tropical,Asia,2005
A/Malaysia/1665090/2006,Tropical,Asia,2006
A/Malaysia/1767091/2007,Tropical,Asia,2007
A/Singapore/GP1084/2011,Tropical,Asia,2011
A/Singapore/H2010-666C/2010,Tropical,Asia,2010
A/Distrito_Federal/86727/2010,Tropical,SouthAmerica,2010
A/Distrito_Federal/93487/2010,Tropical,SouthAmerica,2010
A/Sao_Paulo/11-21152/2010,Tropical,SouthAmerica,2010
A/Sao_Paulo/161110/2010,Tropical,SouthAmerica,2010
A/Sao_Paulo/09-73/2011,Tropical,SouthAmerica,2011
A/Sao_Paulo/11-1800/2011,Tropical,SouthAmerica,2011
A/Rondonia/3410/2011,Tropical,SouthAmerica,2011
A/Sao_Paulo/4184/2011,Tropical,SouthAmerica,2011
A/Mato_Grosso/11689/2011,Tropical,SouthAmerica,2011
A/Piaui/14211/2011,Tropical,SouthAmerica,2011
A/Sao_Paulo/11245/2011,Tropical,SouthAmerica,2011
A/Sao_Paulo/16761/2011,Tropical,SouthAmerica,2011
A/Sao_Paulo/32892/2011,Tropical,SouthAmerica,2011
A/Distrito_Federal/40421/2011,Tropical,SouthAmerica,2011
A/Sao_Paulo/11-14557/2011,Tropical,SouthAmerica,2011
A/Malaysia/33386/2005,Tropical,Asia,2005
A/Malaysia/33827/2006,Tropical,Asia,2006
A/Malaysia/34015/2006,Tropical,Asia,2006
A/Malaysia/1676558/2006,Tropical,Asia,2006
A/Malaysia/1681079/2006,Tropical,Asia,2006
A/Malaysia/1755590/2007,Tropical,Asia,2007
A/Malaysia/1773914/2007,Tropical,Asia,2007
A/Malaysia/1781328/2007,Tropical,Asia,2007
A/Malaysia/1922209/2008,Tropical,Asia,2008
A/Malaysia/1959864/2008,Tropical,Asia,2008
A/Malaysia/1770921/2007,Tropical,Asia,2007
A/Malaysia/2205714/2009,Tropical,Asia,2009
A/Singapore/EN122/2011,Tropical,Asia,2011
A/Singapore/EN401/2011,Tropical,Asia,2011
A/Singapore/EN514/2011,Tropical,Asia,2011
A/Singapore/GP1030/2011,Tropical,Asia,2011
A/Singapore/GP1098/2011,Tropical,Asia,2011
A/Singapore/GP1155/2011,Tropical,Asia,2011
A/Singapore/GP125/2011,Tropical,Asia,2011
A/Singapore/GP1382/2011,Tropical,Asia,2011
A/Singapore/GP1406/2011,Tropical,Asia,2011
A/Singapore/GP1442/2011,Tropical,Asia,2011
A/Singapore/GP1446/2011,Tropical,Asia,2011
A/Singapore/GP1561/2011,Tropical,Asia,2011
A/Singapore/GP1592/2011,Tropical,Asia,2011
A/Singapore/GP1655/2011,Tropical,Asia,2011
A/Singapore/GP1684/2011,Tropical,Asia,2011
A/Singapore/GP1726/2011,Tropical,Asia,2011
A/Singapore/GP1751/2011,Tropical,Asia,2011
A/Singapore/GP1797/2011,Tropical,Asia,2011
A/Singapore/GP1818/2011,Tropical,Asia,2011
A/Singapore/GP380/2011,Tropical,Asia,2011
A/Singapore/GP429/2011,Tropical,Asia,2011
A/Singapore/GP898/2011,Tropical,Asia,2011
A/Singapore/GP995/2011,Tropical,Asia,2011
A/Singapore/KK118/2011,Tropical,Asia,2011
A/Singapore/KK308/2011,Tropical,Asia,2011
A/Singapore/KK316/2011,Tropical,Asia,2011
A/Singapore/KK398/2011,Tropical,Asia,2011
A/Singapore/KK413/2011,Tropical,Asia,2011
A/Singapore/KK427/2011,Tropical,Asia,2011
A/Singapore/KK505/2011,Tropical,Asia,2011
A/Singapore/KK535/2011,Tropical,Asia,2011
A/Singapore/KK566/2011,Tropical,Asia,2011
A/Singapore/KK581/2011,Tropical,Asia,2011
A/Singapore/KK7/2011,Tropical,Asia,2011
A/Singapore/SGH04/2011,Tropical,Asia,2011
A/Singapore/TT210/2011,Tropical,Asia,2011
A/Singapore/TT241/2011,Tropical,Asia,2011
A/Singapore/TT416/2011,Tropical,Asia,2011
A/Singapore/TT430/2011,Tropical,Asia,2011
A/Singapore/TT481/2011,Tropical,Asia,2011
A/Singapore/TT556/2011,Tropical,Asia,2011
A/Singapore/TT558/2011,Tropical,Asia,2011
A/Singapore/TT562/2011,Tropical,Asia,2011
A/Singapore/TT608/2011,Tropical,Asia,2011
A/Singapore/TT609/2011,Tropical,Asia,2011
A/Singapore/TT673/2011,Tropical,Asia,2011
A/Singapore/TT702/2011,Tropical,Asia,2011
A/Singapore/TT713/2011,Tropical,Asia,2011
A/Singapore/TT717/2011,Tropical,Asia,2011
A/Singapore/TT765/2011,Tropical,Asia,2011
A/Singapore/TT766/2011,Tropical,Asia,2011
A/Singapore/TT787/2011,Tropical,Asia,2011
A/Singapore/TT802/2011,Tropical,Asia,2011
A/Singapore/TT815/2011,Tropical,Asia,2011
A/Singapore/TT816/2011,Tropical,Asia,2011
A/Singapore/TT869/2011,Tropical,Asia,2011
A/Singapore/TT879/2011,Tropical,Asia,2011
A/Singapore/C2009-458V/2009,Tropical,Asia,2009
A/Singapore/C2009-518V/2009,Tropical,Asia,2009
A/Singapore/C2009-803bV/2009,Tropical,Asia,2009
A/Singapore/C2010-304V/2010,Tropical,Asia,2010
A/Singapore/C2010-362V/2010,Tropical,Asia,2010
A/Singapore/C2010-682V/2010,Tropical,Asia,2010
A/Singapore/C2011-507V/2011,Tropical,Asia,2011
A/Singapore/C2011-584V/2011,Tropical,Asia,2011
A/Singapore/H2009-332C/2009,Tropical,Asia,2009
A/Singapore/H2010-370C/2010,Tropical,Asia,2010
A/Singapore/H2010-471C/2010,Tropical,Asia,2010
A/Singapore/H2010-559C/2010,Tropical,Asia,2010
A/Singapore/H2011-140C/2011,Tropical,Asia,2011
A/Singapore/H2011-808bC/2011,Tropical,Asia,2011
A/Singapore/C2011-545C/2011,Tropical,Asia,2011
A/Tocantins/4641/2011,Tropical,SouthAmerica,2011
